연도,노선코드,노선명,본부코드,본부명,고발유형_1_과적,고발유형_2_적재불량,고발유형_3_제원초과,고발유형_4_기타
2014,0171,평택화성선,210200,군포지사,1,0,0,0
2014,0171,평택화성선,210300,수원지사,0,29,0,0
2014,0171,평택화성선,411320,동서천영업소,5,4,0,0
2014,0171,평택화성선,411330,서부여영업소,4,0,0,0
2014,0200,새만금포항선,610100,구미지사,20,0,0,1
2014,0200,새만금포항선,610710,청통와촌영업소,58,159,10,0
2014,0200,새만금포항선,610720,북영천영업소,65,368,5,0
2014,0200,새만금포항선,610730,서포항영업소,42,171,4,0
2014,0200,새만금포항선,610740,포항영업소,265,485,11,0
2014,0200,새만금포항선,610750,팔공산영업소,72,297,8,0
2014,0200,새만금포항선,810710,소양영업소,37,1,1,1
2014,0200,새만금포항선,810720,진안영업소,23,6,0,0
2014,0200,새만금포항선,810730,장수영업소,48,44,0,0
2014,0205,완주장수선,800270,전북본부 교통팀,4,0,0,0
2014,0205,완주장수선,810400,논산지사,0,1,0,0
2014,0205,완주장수선,810440,완주영업소,94,188,3,0
2014,0205,완주장수선,810700,진안지사,0,4,0,0
2014,0205,완주장수선,810710,소양영업소,1,0,0,0
2014,0207,대구포항선,610700,영천지사,0,107,0,0
2014,0207,대구포항선,610710,청통와촌영업소,2,0,0,0
2014,0207,대구포항선,610720,북영천영업소,0,2,0,0
2014,0207,대구포항선,610730,서포항영업소,1,0,0,0
2014,0207,대구포항선,610740,포항영업소,10,0,1,0
2014,0207,대구포항선,610750,팔공산영업소,7,17,0,0
2014,0250,논산천안선/호남선,400270,대전충남본부 교통팀,1,0,0,2
2014,0250,논산천안선/호남선,500270,광주전남본부 교통팀,5,0,0,1
2014,0250,논산천안선/호남선,510200,광주지사,0,152,0,1
2014,0250,논산천안선/호남선,510210,백양사영업소,23,11,1,0
2014,0250,논산천안선/호남선,510220,장성영업소,161,222,1,0
2014,0250,논산천안선/호남선,510230,광주영업소,243,263,3,0
2014,0250,논산천안선/호남선,510240,동광주영업소,129,92,6,0
2014,0250,논산천안선/호남선,510250,창평영업소,19,24,1,0
2014,0250,논산천안선/호남선,510300,순천지사,0,38,0,0
2014,0250,논산천안선/호남선,510320,승주영업소,11,23,0,0
2014,0250,논산천안선/호남선,510330,석곡영업소,16,17,0,1
2014,0250,논산천안선/호남선,510340,송광사영업소,5,26,1,0
2014,0250,논산천안선/호남선,510350,서순천영업소,60,12,0,0
2014,0250,논산천안선/호남선,510700,담양지사,0,51,0,0
2014,0250,논산천안선/호남선,510730,옥과영업소,2,264,1,0
2014,0250,논산천안선/호남선,510740,곡성영업소,97,181,10,0
2014,0250,논산천안선/호남선,800270,전북본부 교통팀,1,2,0,0
2014,0250,논산천안선/호남선,810100,전주지사,0,294,0,2
2014,0250,논산천안선/호남선,810110,내장산영업소,3,7,0,0
2014,0250,논산천안선/호남선,810120,정읍영업소,21,96,8,0
2014,0250,논산천안선/호남선,810130,태인영업소,66,41,3,1
2014,0250,논산천안선/호남선,810140,금산사영업소,12,6,0,0
2014,0250,논산천안선/호남선,810150,김제영업소,61,39,1,0
2014,0250,논산천안선/호남선,810160,서전주영업소,70,75,4,0
2014,0250,논산천안선/호남선,810170,전주영업소,141,306,6,0
2014,0250,논산천안선/호남선,810180,삼례영업소,121,26,1,0
2014,0250,논산천안선/호남선,810400,논산지사,0,3,0,0
2014,0250,논산천안선/호남선,810410,익산영업소,167,276,5,0
2014,0270,순천완주선,500270,광주전남본부 교통팀,7,0,0,0
2014,0270,순천완주선,510900,구례지사,1,142,0,2
2014,0270,순천완주선,510910,임실영업소,19,42,1,0
2014,0270,순천완주선,510920,오수영업소,62,107,0,0
2014,0270,순천완주선,510930,서남원영업소,54,25,1,0
2014,0270,순천완주선,510940,구례화엄사영업소,74,72,2,0
2014,0270,순천완주선,510950,황전영업소,44,14,3,0
2014,0270,순천완주선,510960,동순천영업소,258,349,5,0
2014,0270,순천완주선,510970,북남원영업소,32,24,0,0
2014,0270,순천완주선,800270,전북본부 교통팀,1,1,0,0
2014,0270,순천완주선,810700,진안지사,0,2,0,0
2014,0270,순천완주선,810740,동전주영업소,41,24,3,0
2014,0270,순천완주선,810750,상관영업소,31,137,7,0
2014,0303,청주상주선,400270,대전충남본부 교통팀,1,0,0,1
2014,0303,청주상주선,410780,면천영업소,60,198,1,0
2014,0303,청주상주선,410790,고덕영업소,39,25,2,0
2014,0303,청주상주선,411100,공주지사,0,1,0,0
2014,0303,청주상주선,411110,예산영업소,97,167,4,0
2014,0303,청주상주선,411120,신양영업소,17,84,0,0
2014,0303,청주상주선,411130,유구영업소,1,0,0,0
2014,0303,청주상주선,411160,서세종영업소,38,99,3,0
2014,0303,청주상주선,411170,남세종영업소,0,1,0,0
2014,0303,청주상주선,610800,성주지사,3,0,0,0
2014,0303,청주상주선,A10400,보은지사,0,25,0,0
2014,0303,청주상주선,A10410,보은지사 문의청남대영업소,53,101,7,0
2014,0303,청주상주선,A10420,회인영업소,9,27,1,0
2014,0303,청주상주선,A10430,보은영업소,36,17,3,0
2014,0303,청주상주선,A10440,속리산영업소,22,146,3,0
2014,0303,청주상주선,A10450,화서영업소,26,62,2,0
2014,0303,청주상주선,A10460,남상주영업소,54,154,3,0
2014,0303,청주상주선,A10600,상주지사,1,1,0,0
2014,0305,당진대전선,400270,대전충남본부 교통팀,12,27,0,7
2014,0305,당진대전선,410700,당진지사,0,10,0,3
2014,0305,당진대전선,410780,면천영업소,3,9,0,0
2014,0305,당진대전선,410790,고덕영업소,0,6,1,0
2014,0305,당진대전선,411100,공주지사,0,43,0,0
2014,0305,당진대전선,411110,예산영업소,6,62,0,0
2014,0305,당진대전선,411120,신양영업소,11,54,0,0
2014,0305,당진대전선,411130,유구영업소,38,112,1,0
2014,0305,당진대전선,411140,마곡사영업소,3,64,1,2
2014,0305,당진대전선,411150,공주영업소,26,183,1,0
2014,0305,당진대전선,411160,서세종영업소,9,10,0,0
2014,0305,당진대전선,411170,남세종영업소,1,94,0,0
2014,0350,통영대전선/중부선,210320,수원신갈영업소,1,1,0,0
2014,0350,통영대전선/중부선,210400,경기광주지사,0,691,0,1
2014,0350,통영대전선/중부선,210410,동서울영업소,487,1646,0,2
2014,0350,통영대전선/중부선,210420,경기광주영업소,71,334,3,0
2014,0350,통영대전선/중부선,210430,곤지암영업소,123,335,2,0
2014,0350,통영대전선/중부선,210450,서이천영업소,87,429,4,0
2014,0350,통영대전선/중부선,210460,하남영업소,87,366,1,0
2014,0350,통영대전선/중부선,311100,이천지사,0,4,0,0
2014,0350,통영대전선/중부선,410550,판암영업소,16,29,1,0
2014,0350,통영대전선/중부선,610100,구미지사,1,0,0,0
2014,0350,통영대전선/중부선,700270,부산경남본부 교통팀,1,1,1,0
2014,0350,통영대전선/중부선,710600,산청지사,0,344,0,0
2014,0350,통영대전선/중부선,710620,생초영업소,51,450,1,0
2014,0350,통영대전선/중부선,710630,산청영업소,15,406,1,0
2014,0350,통영대전선/중부선,710640,단성영업소,42,495,4,0
2014,0350,통영대전선/중부선,710650,서진주영업소,24,179,5,0
2014,0350,통영대전선/중부선,710660,지곡영업소,35,188,1,0
2014,0350,통영대전선/중부선,710670,서상영업소,55,296,6,0
2014,0350,통영대전선/중부선,710700,고성지사,0,123,0,0
2014,0350,통영대전선/중부선,710710,연화산영업소,13,11,1,0
2014,0350,통영대전선/중부선,710720,고성영업소,58,148,1,0
2014,0350,통영대전선/중부선,710730,동고성영업소,22,90,1,0
2014,0350,통영대전선/중부선,710740,북통영영업소,32,159,0,0
2014,0350,통영대전선/중부선,710750,통영영업소,32,178,5,0
2014,0350,통영대전선/중부선,800270,전북본부 교통팀,1,0,0,0
2014,0350,통영대전선/중부선,810300,무주지사,0,21,0,0
2014,0350,통영대전선/중부선,810310,남대전영업소,58,346,4,0
2014,0350,통영대전선/중부선,810320,추부영업소,33,16,4,0
2014,0350,통영대전선/중부선,810330,금산영업소,27,21,1,0
2014,0350,통영대전선/중부선,810350,덕유산영업소,26,16,0,0
2014,0350,통영대전선/중부선,A10110,대소영업소,23,88,2,0
2014,0350,통영대전선/중부선,A10120,진천영업소,0,1,0,0
2014,0350,통영대전선/중부선,A10130,증평영업소,106,220,6,0
2014,0350,통영대전선/중부선,A10140,서청주영업소,160,369,4,0
2014,0350,통영대전선/중부선,A10150,오창영업소,137,196,7,0
2014,0350,통영대전선/중부선,A10170,일죽영업소,178,703,5,1
2014,0350,통영대전선/중부선,A10600,상주지사,1,0,0,0
2014,0351,통영대전선,210430,곤지암영업소,1,0,0,0
2014,0351,통영대전선,210450,서이천영업소,0,1,0,0
2014,0351,통영대전선,610100,구미지사,2,0,0,0
2014,0351,통영대전선,610800,성주지사,1,0,0,0
2014,0351,통영대전선,710620,생초영업소,2,3,0,0
2014,0351,통영대전선,710630,산청영업소,0,1,0,0
2014,0351,통영대전선,710640,단성영업소,4,1,0,0
2014,0351,통영대전선,710650,서진주영업소,1,2,0,0
2014,0351,통영대전선,710720,고성영업소,1,0,1,0
2014,0351,통영대전선,710740,북통영영업소,2,0,0,0
2014,0351,통영대전선,710750,통영영업소,1,0,0,0
2014,0351,통영대전선,800270,전북본부 교통팀,2,0,0,0
2014,0351,통영대전선,810320,추부영업소,1,0,0,0
2014,0351,통영대전선,810340,무주영업소,54,24,2,0
2014,0351,통영대전선,A10140,서청주영업소,1,0,0,0
2014,0351,통영대전선,A10150,오창영업소,3,3,0,0
2014,0352,중부선,210400,경기광주지사,0,9,0,0
2014,0352,중부선,400270,대전충남본부 교통팀,1,0,0,1
2014,0352,중부선,A10100,진천지사,0,16,0,0
2014,0352,중부선,A10130,증평영업소,0,2,0,0
2014,0352,중부선,A10140,서청주영업소,0,1,0,0
2014,0352,중부선,A10150,오창영업소,1,1,0,0
2014,0352,중부선,A10170,일죽영업소,1,0,0,0
2014,0370,제2중부선,210400,경기광주지사,0,91,0,0
2014,0400,평택제천선,210100,인천지사,0,8,0,0
2014,0400,평택제천선,210700,화성지사,0,234,0,0
2014,0400,평택제천선,210770,청북영업소,225,529,20,127
2014,0400,평택제천선,210780,송탄영업소,146,305,27,0
2014,0400,평택제천선,210790,서안성영업소,139,454,9,0
2014,0400,평택제천선,2107A0,남안성영업소,117,364,11,0
2014,0400,평택제천선,2107B0,평택영업소,65,465,7,0
2014,0400,평택제천선,300270,강원본부 교통팀,1,0,0,0
2014,0400,평택제천선,A10300,충주지사,1,7,0,0
2014,0400,평택제천선,A10500,엄정지사,0,10,0,0
2014,0400,평택제천선,A10510,북진천영업소,17,4,2,0
2014,0400,평택제천선,A10520,금왕꽃동네영업소,8,21,0,0
2014,0400,평택제천선,A10530,음성영업소,17,4,2,0
2014,0400,평택제천선,A10540,서충주영업소,5,0,0,0
2014,0400,평택제천선,A10550,동충주영업소,38,0,0,0
2014,0450,중부내륙선,300270,강원본부 교통팀,19,0,1,2
2014,0450,중부내륙선,310400,홍천지사,1,0,0,0
2014,0450,중부내륙선,311100,이천지사,0,42,0,4
2014,0450,중부내륙선,311180,남여주영업소,76,7,4,0
2014,0450,중부내륙선,311190,서여주영업소,68,41,0,0
2014,0450,중부내륙선,3111A0,북여주영업소,46,11,2,0
2014,0450,중부내륙선,3111B0,양평영업소,54,51,6,2
2014,0450,중부내륙선,600000,대구경북본부,1,0,0,0
2014,0450,중부내륙선,610100,구미지사,1,0,0,0
2014,0450,중부내륙선,610400,군위지사,1,0,0,0
2014,0450,중부내륙선,610620,선산영업소,29,53,4,0
2014,0450,중부내륙선,610800,성주지사,6,175,0,4
2014,0450,중부내륙선,610810,남성주영업소,34,90,6,0
2014,0450,중부내륙선,610820,성주영업소,33,41,3,0
2014,0450,중부내륙선,610830,남김천영업소,32,194,3,0
2014,0450,중부내륙선,700270,부산경남본부 교통팀,3,0,1,0
2014,0450,중부내륙선,710200,창녕지사,0,52,0,0
2014,0450,중부내륙선,710220,칠서영업소,71,414,3,0
2014,0450,중부내륙선,710230,영산영업소,57,226,2,0
2014,0450,중부내륙선,710240,남지영업소,110,169,1,0
2014,0450,중부내륙선,710250,칠원영업소,175,166,18,0
2014,0450,중부내륙선,710270,창녕영업소,62,123,3,0
2014,0450,중부내륙선,710290,내서영업소,0,87,0,0
2014,0450,중부내륙선,710300,창원지사,0,5,0,0
2014,0450,중부내륙선,A10300,충주지사,0,95,0,0
2014,0450,중부내륙선,A10310,감곡영업소,145,159,11,0
2014,0450,중부내륙선,A10320,북충주영업소,127,141,3,0
2014,0450,중부내륙선,A10330,충주영업소,33,72,7,0
2014,0450,중부내륙선,A10340,괴산영업소,38,14,2,0
2014,0450,중부내륙선,A10350,연풍영업소,23,6,5,0
2014,0450,중부내륙선,A10600,상주지사,17,12,0,0
2014,0450,중부내륙선,A10610,상주영업소,39,198,4,0
2014,0450,중부내륙선,A10630,북상주영업소,55,73,3,0
2014,0450,중부내륙선,A10640,점촌함창영업소,39,67,9,0
2014,0450,중부내륙선,A10650,문경새재영업소,18,54,2,0
2014,0500,영동선,210100,인천지사,0,3,0,0
2014,0500,영동선,210200,군포지사,10,501,2,75
2014,0500,영동선,210210,군자영업소,464,1042,2,0
2014,0500,영동선,210220,서안산영업소,250,1105,0,0
2014,0500,영동선,210230,안산영업소,59,736,4,0
2014,0500,영동선,210240,동수원영업소,98,641,8,0
2014,0500,영동선,210250,북수원영업소,55,754,1,0
2014,0500,영동선,210260,부곡영업소,102,354,0,0
2014,0500,영동선,210270,동군포영업소,194,135,0,0
2014,0500,영동선,210280,군포영업소,79,621,1,0
2014,0500,영동선,210290,마성영업소,9,121,5,1
2014,0500,영동선,210700,화성지사,0,2,0,0
2014,0500,영동선,300270,강원본부 교통팀,4,34,0,0
2014,0500,영동선,310100,원주지사,0,159,0,0
2014,0500,영동선,310110,문막영업소,52,199,2,0
2014,0500,영동선,310120,원주영업소,28,79,8,0
2014,0500,영동선,310130,새말영업소,31,36,6,0
2014,0500,영동선,310140,둔내영업소,10,26,0,0
2014,0500,영동선,310150,여주영업소,103,228,5,0
2014,0500,영동선,310200,대관령지사,0,185,0,0
2014,0500,영동선,310210,면온영업소,21,4,4,0
2014,0500,영동선,310220,평창영업소,27,19,8,0
2014,0500,영동선,310230,속사영업소,8,8,2,0
2014,0500,영동선,310240,진부영업소,20,29,5,0
2014,0500,영동선,310260,대관령영업소,17,67,3,0
2014,0500,영동선,310320,강릉영업소,33,24,8,0
2014,0500,영동선,310400,홍천지사,1,0,0,0
2014,0500,영동선,311100,이천지사,0,720,0,166
2014,0500,영동선,311120,용인영업소,122,412,0,0
2014,0500,영동선,311130,양지영업소,262,147,7,0
2014,0500,영동선,311140,덕평영업소,83,80,2,0
2014,0500,영동선,311150,이천영업소,185,164,4,0
2014,0500,영동선,A10300,충주지사,0,11,0,0
2014,0550,중앙선,300270,강원본부 교통팀,74,13,4,4
2014,0550,중앙선,310100,원주지사,2,0,0,0
2014,0550,중앙선,310400,홍천지사,0,92,0,2
2014,0550,중앙선,310410,춘천영업소,52,215,5,0
2014,0550,중앙선,310420,북원주영업소,22,54,2,0
2014,0550,중앙선,310430,횡성영업소,71,24,3,0
2014,0550,중앙선,310440,홍천영업소,42,21,18,0
2014,0550,중앙선,610100,구미지사,2,0,0,1
2014,0550,중앙선,610410,칠곡영업소,91,604,4,0
2014,0550,중앙선,610420,다부영업소,19,275,2,0
2014,0550,중앙선,610430,가산영업소,64,542,4,0
2014,0550,중앙선,610440,군위영업소,118,174,1,0
2014,0550,중앙선,610450,의성영업소,56,373,0,0
2014,0550,중앙선,610500,영주지사,0,261,0,1
2014,0550,중앙선,610510,남안동영업소,79,165,5,0
2014,0550,중앙선,610520,서안동영업소,25,85,2,0
2014,0550,중앙선,610530,예천영업소,9,1,0,0
2014,0550,중앙선,610540,영주영업소,54,77,2,0
2014,0550,중앙선,610550,풍기영업소,27,27,8,0
2014,0550,중앙선,610800,성주지사,2,0,0,0
2014,0550,중앙선,710500,양산지사,0,87,0,0
2014,0550,중앙선,710550,대동영업소,670,936,1,3
2014,0550,중앙선,A10200,제천지사,0,71,0,0
2014,0550,중앙선,A10210,남원주영업소,59,85,7,0
2014,0550,중앙선,A10220,제천영업소,264,56,11,0
2014,0550,중앙선,A10230,신림영업소,77,82,2,0
2014,0550,중앙선,A10240,단양영업소,83,37,3,0
2014,0550,중앙선,A10250,북단양영업소,361,27,0,0
2014,0550,중앙선,A10260,남제천영업소,28,6,1,0
2014,0550,중앙선,A10600,상주지사,2,1,0,0
2014,0600,서울양양선,310700,춘천지사,0,33,0,0
2014,0600,서울양양선,310710,덕소삼패영업소,76,9,0,0
2014,0600,서울양양선,310720,남양주영업소,70,52,2,0
2014,0600,서울양양선,310730,화도영업소,36,29,4,2
2014,0600,서울양양선,310740,서종영업소,3,2,0,0
2014,0600,서울양양선,310750,설악영업소,13,1,1,0
2014,0600,서울양양선,310760,강촌영업소,2,1,1,0
2014,0600,서울양양선,310770,남춘천영업소,17,0,3,0
2014,0600,서울양양선,310790,조양영업소,5,0,0,1
2014,0600,서울양양선,3107A0,동홍천영업소,10,180,6,0
2014,0650,동해선,310300,강릉지사,0,228,0,0
2014,0650,동해선,310310,옥계영업소,17,8,1,0
2014,0650,동해선,310320,강릉영업소,15,31,0,0
2014,0650,동해선,310340,현남영업소,1,24,1,0
2014,0650,동해선,310350,북강릉영업소,14,38,4,0
2014,0650,동해선,310360,동해영업소,80,59,8,0
2014,0650,동해선,310370,망상영업소,11,10,0,0
2014,0650,동해선,310380,남강릉영업소,5,22,2,0
2014,0650,동해선,710150,울산영업소,4,0,0,0
2014,0655,부산포항선,710100,울산지사,0,35,0,0
2014,0655,부산포항선,710150,울산영업소,406,524,7,0
2014,0655,부산포항선,710180,해운대송정영업소,121,530,2,0
2014,0655,부산포항선,710190,기장일광영업소,40,141,3,0
2014,0655,부산포항선,7101A0,장안영업소,60,24,7,0
2014,0655,부산포항선,7101B0,온양영업소,44,21,1,0
2014,0655,부산포항선,7101C0,청량영업소,256,212,2,0
2014,0655,부산포항선,7101D0,문수영업소,102,11,4,0
2014,1000,수도권제1순환선,210100,인천지사,3,88,0,0
2014,1000,수도권제1순환선,210200,군포지사,0,6,0,0
2014,1000,수도권제1순환선,210500,동서울지사,0,309,0,1
2014,1000,수도권제1순환선,210520,성남영업소,4,0,0,0
2014,1000,수도권제1순환선,210530,구리남양주영업소,2,11,0,0
2014,1000,수도권제1순환선,210800,시흥지사,0,162,0,28
2014,1001,수도권제1순환선(판교퇴계원),210200,군포지사,0,3,0,0
2014,1001,수도권제1순환선(판교퇴계원),210400,경기광주지사,0,29,0,0
2014,1001,수도권제1순환선(판교퇴계원),210500,동서울지사,0,177,0,0
2014,1001,수도권제1순환선(판교퇴계원),210510,청계영업소,0,0,1,0
2014,1001,수도권제1순환선(판교퇴계원),210520,성남영업소,668,1048,9,0
2014,1001,수도권제1순환선(판교퇴계원),210530,구리남양주영업소,1291,947,20,0
2014,1001,수도권제1순환선(판교퇴계원),210540,토평영업소,101,249,7,0
2014,1003,수도권제1순환선(판교일산),210100,인천지사,12,1196,0,6
2014,1003,수도권제1순환선(판교일산),210120,김포영업소,796,1171,3,0
2014,1003,수도권제1순환선(판교일산),210200,군포지사,0,3,0,0
2014,1003,수도권제1순환선(판교일산),210400,경기광주지사,0,11,0,0
2014,1003,수도권제1순환선(판교일산),210500,동서울지사,0,26,0,0
2014,1003,수도권제1순환선(판교일산),210510,청계영업소,469,1200,43,0
2014,1003,수도권제1순환선(판교일산),210520,성남영업소,41,0,0,0
2014,1003,수도권제1순환선(판교일산),210540,토평영업소,1,3,0,0
2014,1003,수도권제1순환선(판교일산),210800,시흥지사,0,105,0,36
2014,1003,수도권제1순환선(판교일산),210810,시흥영업소,336,1345,1,0
2014,1020,남해제1지선,710200,창녕지사,0,1,0,0
2014,1020,남해제1지선,710300,창원지사,0,66,0,0
2014,1040,남해제2지선,700000,부산경남본부,1,0,0,0
2014,1040,남해제2지선,700270,부산경남본부 교통팀,13,169,0,2
2014,1040,남해제2지선,710300,창원지사,0,117,0,0
2014,1040,남해제2지선,710330,서부산영업소,483,204,0,1
2014,1040,남해제2지선,710360,장유영업소,138,737,5,1
2014,1040,남해제2지선,710370,가락영업소,339,349,2,3
2014,1101,제2경인선(인천안양),210100,인천지사,4,5,0,0
2014,1101,제2경인선(인천안양),210200,군포지사,0,5,0,0
2014,1101,제2경인선(인천안양),210800,시흥지사,0,345,0,45
2014,1101,제2경인선(인천안양),210820,남인천영업소,401,2546,11,3
2014,1200,경인선,210100,인천지사,14,755,0,6
2014,1200,경인선,210110,인천영업소,463,1499,0,0
2014,1510,서천공주선,411300,부여지사,0,24,0,0
2014,1510,서천공주선,411320,동서천영업소,17,34,0,0
2014,1510,서천공주선,411330,서부여영업소,8,1,0,0
2014,1510,서천공주선,411340,부여영업소,16,19,3,0
2014,1510,서천공주선,411350,청양영업소,5,11,0,0
2014,1510,서천공주선,411360,서공주영업소,10,44,0,0
2014,1510,서천공주선,800270,전북본부 교통팀,6,3,0,0
2014,1711,오산화성선,210300,수원지사,0,7,0,0
2014,2510,호남선의 지선,400270,대전충남본부 교통팀,0,4,0,0
2014,2510,호남선의 지선,410200,대전지사,0,40,0,0
2014,2510,호남선의 지선,410270,유성영업소,46,676,0,1
2014,2510,호남선의 지선,410280,북대전영업소,86,242,8,0
2014,2510,호남선의 지선,800270,전북본부 교통팀,1,1,0,0
2014,2510,호남선의 지선,810400,논산지사,0,18,0,0
2014,2510,호남선의 지선,810420,논산영업소,68,91,2,0
2014,2510,호남선의 지선,810430,계룡영업소,28,237,0,0
2014,2530,고창담양선,500270,광주전남본부 교통팀,2,0,0,0
2014,2530,고창담양선,510700,담양지사,0,19,0,0
2014,2530,고창담양선,510710,북광주영업소,75,218,9,0
2014,2530,고창담양선,510720,장성물류영업소,71,8,4,0
2014,2530,고창담양선,510750,남고창영업소,10,6,2,0
2014,3000,대전남부순환선,400270,대전충남본부 교통팀,5,1,0,4
2014,3000,대전남부순환선,410200,대전지사,0,2,0,0
2014,3000,대전남부순환선,410560,서대전영업소,68,102,5,0
2014,3000,대전남부순환선,410570,안영영업소,64,12,0,0
2014,4000,수도권제2순환선,210100,인천지사,0,1,0,0
2014,4000,수도권제2순환선,210200,군포지사,5,0,0,0
2014,4000,수도권제2순환선,210300,수원지사,0,7,0,0
2014,4510,중부내륙선의 지선,610100,구미지사,2,0,0,0
2014,4510,중부내륙선의 지선,610300,고령지사,0,2,0,0
2014,4510,중부내륙선의 지선,610460,서대구영업소,226,1037,23,0
2014,4510,중부내륙선의 지선,610470,화원옥포영업소,42,473,4,0
2014,4510,중부내륙선의 지선,610480,남대구영업소,169,338,17,0
2014,4510,중부내륙선의 지선,710200,창녕지사,0,18,0,0
2014,4510,중부내륙선의 지선,710260,달성영업소,46,402,2,0
2014,4510,중부내륙선의 지선,710280,현풍영업소,111,489,12,0
2014,5510,중앙선의 지선,710500,양산지사,0,51,0,0
2014,5510,중앙선의 지선,710540,남양산영업소,87,208,11,0
2014,5510,중앙선의 지선,710560,물금영업소,190,392,4,0
2015,0010,경부선,210200,군포지사,6,0,0,0
2015,0010,경부선,210310,서울영업소,535,6486,6,0
2015,0010,경부선,210320,수원신갈영업소,131,336,7,0
2015,0010,경부선,210330,기흥영업소,31,121,4,0
2015,0010,경부선,210340,오산영업소,200,401,7,0
2015,0010,경부선,210350,판교영업소,78,16,0,0
2015,0010,경부선,2103E0,기흥동탄영업소,38,159,3,0
2015,0010,경부선,300270,강원본부 교통팀,1,0,0,0
2015,0010,경부선,400270,대전충남본부 교통팀,1,4,0,0
2015,0010,경부선,410100,천안지사,0,62,0,0
2015,0010,경부선,410110,안성영업소,4,211,0,1
2015,0010,경부선,410120,천안영업소,163,493,14,0
2015,0010,경부선,410130,목천영업소,76,115,6,0
2015,0010,경부선,410140,청주영업소,108,87,0,1
2015,0010,경부선,410150,북천안영업소,202,525,3,0
2015,0010,경부선,410200,대전지사,0,140,0,0
2015,0010,경부선,410220,남청주영업소,177,346,11,0
2015,0010,경부선,410230,신탄진영업소,180,724,15,0
2015,0010,경부선,410240,대전영업소,16,207,1,0
2015,0010,경부선,410500,영동지사,0,37,0,0
2015,0010,경부선,410510,금강영업소,26,42,0,0
2015,0010,경부선,410520,영동영업소,15,76,3,0
2015,0010,경부선,410530,황간영업소,13,37,0,1
2015,0010,경부선,410540,옥천영업소,125,29,13,0
2015,0010,경부선,410750,해미영업소,0,7,0,0
2015,0010,경부선,411100,공주지사,1,0,0,0
2015,0010,경부선,610100,구미지사,22,289,0,2
2015,0010,경부선,610110,추풍령영업소,25,14,0,0
2015,0010,경부선,610120,김천영업소,39,58,8,0
2015,0010,경부선,610130,구미영업소,50,230,11,0
2015,0010,경부선,610140,남구미영업소,94,90,3,0
2015,0010,경부선,610150,왜관영업소,113,105,8,0
2015,0010,경부선,610160,칠곡물류영업소,39,72,5,0
2015,0010,경부선,610170,동김천영업소,50,63,8,0
2015,0010,경부선,610200,대구지사,0,45,0,0
2015,0010,경부선,610210,북대구영업소,167,1208,1,0
2015,0010,경부선,610240,경산영업소,134,295,7,0
2015,0010,경부선,610250,영천영업소,131,193,7,0
2015,0010,경부선,610260,건천영업소,75,122,3,0
2015,0010,경부선,610270,경주영업소,267,123,3,0
2015,0010,경부선,610400,군위지사,1,0,0,0
2015,0010,경부선,610800,성주지사,1,70,0,0
2015,0010,경부선,700270,부산경남본부 교통팀,0,2,0,0
2015,0010,경부선,710100,울산지사,0,17,0,0
2015,0010,경부선,710500,양산지사,0,198,0,0
2015,0010,경부선,7105C0,양산영업소,144,318,5,0
2015,0010,경부선,7109A0,부산영업소,292,112,22,0
2015,0010,경부선,7109B0,노포영업소,74,296,10,0
2015,0010,경부선,7109D0,통도사영업소,54,131,1,0
2015,0010,경부선,7109E0,서울산영업소,67,115,8,0
2015,0010,경부선,A10200,제천지사,1,0,0,0
2015,0010,경부선,A10300,충주지사,2,0,0,0
2015,0010,경부선,A10600,상주지사,7,12,0,0
2015,0101,남해선(영암순천),500270,광주전남본부 교통팀,23,3,0,0
2015,0101,남해선(영암순천),520100,보성지사,1,91,0,0
2015,0101,남해선(영암순천),520110,서영암영업소,92,55,5,0
2015,0101,남해선(영암순천),520130,장흥영업소,17,19,0,1
2015,0101,남해선(영암순천),520140,보성지사 보성영업소,65,34,4,0
2015,0101,남해선(영암순천),520150,보성지사 벌교영업소,25,16,0,0
2015,0101,남해선(영암순천),520160,보성지사 고흥영업소,72,30,5,0
2015,0101,남해선(영암순천),520170,보성지사 남순천영업소,172,88,21,0
2015,0101,남해선(영암순천),520180,순천만영업소,30,39,4,0
2015,0101,남해선(영암순천),520190,강진무위사영업소,99,61,1,0
2015,0102,남해선(순천부산),210310,서울영업소,0,1,0,0
2015,0102,남해선(순천부산),500270,광주전남본부 교통팀,35,9,0,0
2015,0102,남해선(순천부산),510300,순천지사,0,59,0,0
2015,0102,남해선(순천부산),510310,순천영업소,87,195,7,0
2015,0102,남해선(순천부산),510360,광양영업소,167,174,20,0
2015,0102,남해선(순천부산),510370,동광양영업소,191,16,10,0
2015,0102,남해선(순천부산),510380,옥곡영업소,206,132,0,0
2015,0102,남해선(순천부산),510390,진월영업소,285,247,2,0
2015,0102,남해선(순천부산),520100,보성지사,0,1,0,0
2015,0102,남해선(순천부산),520190,강진무위사영업소,3,0,0,0
2015,0102,남해선(순천부산),610100,구미지사,1,0,0,0
2015,0102,남해선(순천부산),700270,부산경남본부 교통팀,25,17,2,13
2015,0102,남해선(순천부산),710300,창원지사,0,247,0,0
2015,0102,남해선(순천부산),710310,산인영업소,127,1035,19,0
2015,0102,남해선(순천부산),710320,마산영업소,66,668,26,1
2015,0102,남해선(순천부산),710340,동창원영업소,167,1396,20,0
