연도,노선코드,노선명,본부코드,본부명,고발유형_1_과적,고발유형_2_적재불량,고발유형_3_제원초과,고발유형_4_기타
2007,0010,경부선,210310,서울영업소,458,789,56,0
2007,0010,경부선,210320,수원신갈영업소,90,0,4,0
2007,0010,경부선,210330,기흥영업소,54,188,13,0
2007,0010,경부선,210340,오산영업소,189,44,10,0
2007,0010,경부선,410110,안성영업소,203,110,10,0
2007,0010,경부선,410120,천안영업소,178,101,11,0
2007,0010,경부선,410130,목천영업소,158,10,16,0
2007,0010,경부선,410140,청주영업소,44,16,8,0
2007,0010,경부선,410220,남청주영업소,71,4,1,0
2007,0010,경부선,410230,신탄진영업소,116,86,8,0
2007,0010,경부선,410240,대전영업소,59,19,8,0
2007,0010,경부선,410510,금강영업소,16,0,1,0
2007,0010,경부선,410520,영동영업소,29,0,2,0
2007,0010,경부선,410530,황간영업소,16,0,0,0
2007,0010,경부선,410540,옥천영업소,69,11,9,0
2007,0010,경부선,610110,추풍령영업소,25,5,2,0
2007,0010,경부선,610120,김천영업소,65,119,4,0
2007,0010,경부선,610130,구미영업소,80,561,10,0
2007,0010,경부선,610140,남구미영업소,77,314,9,0
2007,0010,경부선,610150,왜관영업소,90,207,13,0
2007,0010,경부선,610200,대구지사,1,0,0,0
2007,0010,경부선,610210,북대구영업소,142,573,13,0
2007,0010,경부선,610240,경산영업소,227,286,23,0
2007,0010,경부선,610250,영천영업소,188,253,30,0
2007,0010,경부선,610260,건천영업소,93,121,32,0
2007,0010,경부선,610270,경주영업소,306,67,28,0
2007,0010,경부선,7109A0,부산영업소,544,108,10,0
2007,0010,경부선,7109B0,노포영업소,69,16,12,0
2007,0010,경부선,810350,덕유산영업소,0,3,0,0
2007,0102,남해선(순천부산),510310,순천영업소,175,65,38,0
2007,0102,남해선(순천부산),510350,서순천영업소,23,5,2,0
2007,0102,남해선(순천부산),510360,광양영업소,205,18,23,0
2007,0102,남해선(순천부산),510370,동광양영업소,83,2,16,0
2007,0102,남해선(순천부산),510380,옥곡영업소,51,7,3,0
2007,0102,남해선(순천부산),510390,진월영업소,277,13,9,0
2007,0102,남해선(순천부산),710310,산인영업소,103,47,5,0
2007,0102,남해선(순천부산),710320,마산영업소,76,35,34,0
2007,0102,남해선(순천부산),710340,동창원영업소,228,9,18,0
2007,0102,남해선(순천부산),710350,진례영업소,226,91,17,0
2007,0102,남해선(순천부산),710400,진주지사,0,1,0,0
2007,0102,남해선(순천부산),710410,곤양영업소,47,51,4,0
2007,0102,남해선(순천부산),710420,지수영업소,4,39,1,0
2007,0102,남해선(순천부산),710440,하동영업소,247,64,2,0
2007,0102,남해선(순천부산),710450,진교영업소,29,27,1,0
2007,0102,남해선(순천부산),710460,축동영업소,15,1,0,0
2007,0102,남해선(순천부산),710470,사천영업소,147,8,9,0
2007,0102,남해선(순천부산),710480,진주영업소,95,224,11,0
2007,0102,남해선(순천부산),710490,문산영업소,67,63,1,0
2007,0102,남해선(순천부산),7104A0,진성영업소,49,29,1,0
2007,0102,남해선(순천부산),7104B0,군북영업소,52,10,1,0
2007,0102,남해선(순천부산),7104C0,장지영업소,77,7,3,0
2007,0102,남해선(순천부산),7104D0,함안영업소,107,26,6,0
2007,0102,남해선(순천부산),710530,북부산영업소,645,64,30,0
2007,0102,남해선(순천부산),710570,동김해영업소,170,15,47,0
2007,0102,남해선(순천부산),710580,서김해영업소,166,3,8,0
2007,0122,광주대구선,510280,담양영업소,39,5,4,0
2007,0122,광주대구선,510410,남원영업소,36,52,6,0
2007,0122,광주대구선,510420,순창영업소,29,1,2,0
2007,0122,광주대구선,510430,지리산영업소,13,3,2,0
2007,0122,광주대구선,510440,동남원영업소,10,3,2,0
2007,0122,광주대구선,510560,무안공항영업소,4,1,0,0
2007,0122,광주대구선,510570,동함평영업소,5,0,0,0
2007,0122,광주대구선,510580,문평영업소,5,0,1,0
2007,0122,광주대구선,510590,나주영업소,8,0,1,0
2007,0122,광주대구선,610310,해인사영업소,5,2,0,0
2007,0122,광주대구선,610320,함양영업소,67,14,2,0
2007,0122,광주대구선,610340,고령영업소,37,22,5,0
2007,0122,광주대구선,610350,가조영업소,10,2,0,0
2007,0122,광주대구선,610360,거창영업소,61,2,2,0
2007,0122,광주대구선,610370,동고령영업소,47,0,10,0
2007,0150,서해안선,210710,매송영업소,422,0,35,0
2007,0150,서해안선,210720,비봉영업소,275,0,107,0
2007,0150,서해안선,210730,발안영업소,165,0,65,0
2007,0150,서해안선,210740,서평택영업소,273,0,60,0
2007,0150,서해안선,210770,청북영업소,1,0,0,0
2007,0150,서해안선,210830,서서울영업소,613,512,40,0
2007,0150,서해안선,410710,송악영업소,789,113,9,0
2007,0150,서해안선,410720,당진영업소,140,398,11,0
2007,0150,서해안선,410740,서산영업소,92,32,5,0
2007,0150,서해안선,410750,해미영업소,80,18,1,0
2007,0150,서해안선,410760,홍성영업소,78,3,2,0
2007,0150,서해안선,510510,목포영업소,214,982,34,0
2007,0150,서해안선,510520,일로영업소,0,3,0,0
2007,0150,서해안선,510530,영광영업소,23,2,1,0
2007,0150,서해안선,510540,함평영업소,70,19,0,0
2007,0150,서해안선,510550,무안영업소,99,78,4,0
2007,0150,서해안선,510560,무안공항영업소,0,0,1,0
2007,0150,서해안선,810210,동군산영업소,66,166,3,0
2007,0150,서해안선,810220,서김제영업소,26,5,0,0
2007,0150,서해안선,810230,부안영업소,12,6,2,0
2007,0150,서해안선,810240,줄포영업소,10,4,0,0
2007,0150,서해안선,810250,선운산영업소,37,5,1,0
2007,0150,서해안선,810260,고창영업소,13,11,1,0
2007,0150,서해안선,810510,대천영업소,30,183,5,0
2007,0150,서해안선,810520,춘장대영업소,22,2,0,0
2007,0150,서해안선,810530,서천영업소,117,7,3,0
2007,0150,서해안선,810540,무창포영업소,17,11,1,0
2007,0160,울산선,710150,울산영업소,501,348,0,0
2007,0200,새만금포항선,610710,청통와촌영업소,85,97,8,0
2007,0200,새만금포항선,610720,북영천영업소,138,141,2,0
2007,0200,새만금포항선,610730,서포항영업소,58,8,6,0
2007,0200,새만금포항선,610740,포항영업소,208,291,10,0
2007,0200,새만금포항선,610750,팔공산영업소,68,3,3,0
2007,0200,새만금포항선,810440,완주영업소,1,0,0,0
2007,0200,새만금포항선,810710,소양영업소,1,0,0,0
2007,0250,논산천안선/호남선,410120,천안영업소,0,2,0,0
2007,0250,논산천안선/호남선,510210,백양사영업소,51,0,7,0
2007,0250,논산천안선/호남선,510220,장성영업소,140,19,31,0
2007,0250,논산천안선/호남선,510230,광주영업소,295,140,41,0
2007,0250,논산천안선/호남선,510240,동광주영업소,219,89,48,0
2007,0250,논산천안선/호남선,510250,창평영업소,20,77,11,0
2007,0250,논산천안선/호남선,510320,승주영업소,5,1,2,0
2007,0250,논산천안선/호남선,510330,석곡영업소,3,1,2,0
2007,0250,논산천안선/호남선,510340,송광사영업소,59,22,11,0
2007,0250,논산천안선/호남선,510730,옥과영업소,0,1,1,0
2007,0250,논산천안선/호남선,510740,곡성영업소,0,1,0,0
2007,0250,논산천안선/호남선,810100,전주지사,0,0,1,0
2007,0250,논산천안선/호남선,810110,내장산영업소,7,0,0,0
2007,0250,논산천안선/호남선,810120,정읍영업소,49,25,12,0
2007,0250,논산천안선/호남선,810130,태인영업소,62,7,1,0
2007,0250,논산천안선/호남선,810140,금산사영업소,42,2,4,0
2007,0250,논산천안선/호남선,810150,김제영업소,24,23,6,0
2007,0250,논산천안선/호남선,810160,서전주영업소,32,165,6,0
2007,0250,논산천안선/호남선,810170,전주영업소,67,323,4,0
2007,0250,논산천안선/호남선,810180,삼례영업소,59,7,6,0
2007,0250,논산천안선/호남선,810350,덕유산영업소,0,3,0,0
2007,0250,논산천안선/호남선,810410,익산영업소,151,99,22,0
2007,0303,청주상주선,A10410,보은지사 문의청남대영업소,5,0,0,0
2007,0303,청주상주선,A10420,회인영업소,0,0,1,0
2007,0303,청주상주선,A10430,보은영업소,3,0,0,0
2007,0303,청주상주선,A10440,속리산영업소,1,0,0,0
2007,0350,통영대전선/중부선,210410,동서울영업소,691,749,49,0
2007,0350,통영대전선/중부선,210420,경기광주영업소,60,170,6,0
2007,0350,통영대전선/중부선,210430,곤지암영업소,150,289,12,0
2007,0350,통영대전선/중부선,210450,서이천영업소,83,3,3,0
2007,0350,통영대전선/중부선,210460,하남영업소,145,130,5,0
2007,0350,통영대전선/중부선,410220,남청주영업소,51,13,1,0
2007,0350,통영대전선/중부선,410550,판암영업소,21,31,1,0
2007,0350,통영대전선/중부선,710620,생초영업소,44,17,4,0
2007,0350,통영대전선/중부선,710630,산청영업소,10,1,2,0
2007,0350,통영대전선/중부선,710640,단성영업소,41,1,3,0
2007,0350,통영대전선/중부선,710650,서진주영업소,33,0,8,0
2007,0350,통영대전선/중부선,710660,지곡영업소,15,15,1,0
2007,0350,통영대전선/중부선,710670,서상영업소,16,9,4,0
2007,0350,통영대전선/중부선,710710,연화산영업소,17,10,3,0
2007,0350,통영대전선/중부선,710720,고성영업소,112,45,21,0
2007,0350,통영대전선/중부선,710730,동고성영업소,29,5,10,0
2007,0350,통영대전선/중부선,710740,북통영영업소,24,0,3,0
2007,0350,통영대전선/중부선,710750,통영영업소,55,7,8,0
2007,0350,통영대전선/중부선,810310,남대전영업소,29,88,7,0
2007,0350,통영대전선/중부선,810320,추부영업소,14,3,10,0
2007,0350,통영대전선/중부선,810330,금산영업소,25,6,2,0
2007,0350,통영대전선/중부선,810340,무주영업소,16,28,2,0
2007,0350,통영대전선/중부선,810350,덕유산영업소,4,15,0,0
2007,0350,통영대전선/중부선,810730,장수영업소,2,1,0,0
2007,0350,통영대전선/중부선,A10110,대소영업소,85,36,30,0
2007,0350,통영대전선/중부선,A10130,증평영업소,66,62,3,0
2007,0350,통영대전선/중부선,A10140,서청주영업소,124,435,9,0
2007,0350,통영대전선/중부선,A10150,오창영업소,53,16,9,0
2007,0350,통영대전선/중부선,A10170,일죽영업소,230,0,11,0
2007,0352,중부선,A10100,진천지사,0,3,0,0
2007,0370,제2중부선,410550,판암영업소,1,0,0,0
2007,0370,제2중부선,A10140,서청주영업소,2,2,0,0
2007,0400,평택제천선,210770,청북영업소,161,0,106,0
2007,0400,평택제천선,210780,송탄영업소,126,352,38,0
2007,0400,평택제천선,210790,서안성영업소,42,56,44,0
2007,0400,평택제천선,2107A0,남안성영업소,10,2,13,0
2007,0400,평택제천선,A10100,진천지사,0,1,0,0
2007,0450,중부내륙선,610620,선산영업소,17,13,1,0
2007,0450,중부내륙선,610810,남성주영업소,2,0,0,0
2007,0450,중부내륙선,610820,성주영업소,2,0,0,0
2007,0450,중부내륙선,710220,칠서영업소,65,6,8,0
2007,0450,중부내륙선,710230,영산영업소,59,1,2,0
2007,0450,중부내륙선,710240,남지영업소,106,4,1,0
2007,0450,중부내륙선,710250,칠원영업소,71,3,6,0
2007,0450,중부내륙선,710270,창녕영업소,72,0,0,0
2007,0450,중부내륙선,A10310,감곡영업소,137,26,17,0
2007,0450,중부내륙선,A10320,북충주영업소,15,10,0,0
2007,0450,중부내륙선,A10330,충주영업소,87,23,15,0
2007,0450,중부내륙선,A10340,괴산영업소,8,0,0,0
2007,0450,중부내륙선,A10350,연풍영업소,58,0,16,0
2007,0450,중부내륙선,A10410,보은지사 문의청남대영업소,1,0,0,0
2007,0450,중부내륙선,A10610,상주영업소,29,38,6,0
2007,0450,중부내륙선,A10630,북상주영업소,109,35,3,0
2007,0450,중부내륙선,A10640,점촌함창영업소,65,13,7,0
2007,0450,중부내륙선,A10650,문경새재영업소,48,24,10,0
2007,0500,영동선,210200,군포지사,1,2,0,0
2007,0500,영동선,210210,군자영업소,1506,1,36,0
2007,0500,영동선,210220,서안산영업소,498,70,44,0
2007,0500,영동선,210230,안산영업소,44,171,11,0
2007,0500,영동선,210240,동수원영업소,104,150,97,0
2007,0500,영동선,210250,북수원영업소,124,428,78,0
2007,0500,영동선,210260,부곡영업소,121,0,52,0
2007,0500,영동선,210270,동군포영업소,126,0,10,0
2007,0500,영동선,210280,군포영업소,151,186,21,0
2007,0500,영동선,310100,원주지사,0,1,0,0
2007,0500,영동선,310110,문막영업소,54,0,16,0
2007,0500,영동선,310120,원주영업소,31,1,8,0
2007,0500,영동선,310130,새말영업소,27,1,3,0
2007,0500,영동선,310140,둔내영업소,16,0,5,0
2007,0500,영동선,310150,여주영업소,92,18,16,0
2007,0500,영동선,310200,대관령지사,0,1,0,0
2007,0500,영동선,310210,면온영업소,2,0,1,0
2007,0500,영동선,310220,평창영업소,39,2,0,0
2007,0500,영동선,310230,속사영업소,12,7,0,0
2007,0500,영동선,310240,진부영업소,24,2,2,0
2007,0500,영동선,310260,대관령영업소,17,4,2,0
2007,0500,영동선,311120,용인영업소,104,0,8,0
2007,0500,영동선,311130,양지영업소,140,2,15,0
2007,0500,영동선,311140,덕평영업소,77,2,9,0
2007,0500,영동선,311150,이천영업소,192,0,7,0
2007,0550,중앙선,310410,춘천영업소,85,13,9,0
2007,0550,중앙선,310420,북원주영업소,18,0,0,0
2007,0550,중앙선,310430,횡성영업소,25,0,4,0
2007,0550,중앙선,310440,홍천영업소,43,4,4,0
2007,0550,중앙선,610410,칠곡영업소,52,112,8,0
2007,0550,중앙선,610420,다부영업소,10,56,0,0
2007,0550,중앙선,610430,가산영업소,44,101,11,0
2007,0550,중앙선,610440,군위영업소,21,18,3,0
2007,0550,중앙선,610450,의성영업소,7,62,6,0
2007,0550,중앙선,610510,남안동영업소,28,59,12,0
2007,0550,중앙선,610520,서안동영업소,73,18,2,0
2007,0550,중앙선,610530,예천영업소,2,0,0,0
2007,0550,중앙선,610540,영주영업소,46,4,8,0
2007,0550,중앙선,610550,풍기영업소,27,22,2,0
2007,0550,중앙선,710550,대동영업소,1033,20,49,0
2007,0550,중앙선,A10210,남원주영업소,58,0,1,0
2007,0550,중앙선,A10220,제천영업소,148,10,4,0
2007,0550,중앙선,A10230,신림영업소,48,3,1,0
2007,0550,중앙선,A10240,단양영업소,54,3,1,0
2007,0550,중앙선,A10250,북단양영업소,272,1,6,0
2007,0550,중앙선,A10260,남제천영업소,25,1,0,0
2007,0650,동해선,310300,강릉지사,0,1,0,0
2007,0650,동해선,310310,옥계영업소,23,0,3,0
2007,0650,동해선,310320,강릉영업소,117,5,9,0
2007,0650,동해선,310340,현남영업소,25,0,7,0
2007,0650,동해선,310350,북강릉영업소,18,11,1,0
2007,0650,동해선,310360,동해영업소,90,21,14,0
2007,0650,동해선,310370,망상영업소,23,0,3,0
2007,0650,동해선,310380,남강릉영업소,1,0,0,0
2007,1000,수도권제1순환선,210100,인천지사,48,0,11,0
2007,1000,수도권제1순환선,210510,청계영업소,8,0,0,0
2007,1000,수도권제1순환선,210520,성남영업소,10,0,2,0
2007,1000,수도권제1순환선,210540,토평영업소,1,0,0,0
2007,1001,수도권제1순환선(판교퇴계원),210500,동서울지사,1,0,0,0
2007,1001,수도권제1순환선(판교퇴계원),210510,청계영업소,10,0,2,0
2007,1001,수도권제1순환선(판교퇴계원),210520,성남영업소,89,125,1,0
2007,1001,수도권제1순환선(판교퇴계원),210530,구리남양주영업소,549,0,110,0
2007,1001,수도권제1순환선(판교퇴계원),210540,토평영업소,69,0,6,0
2007,1003,수도권제1순환선(판교일산),210100,인천지사,61,95,4,0
2007,1003,수도권제1순환선(판교일산),210120,김포영업소,422,73,20,0
2007,1003,수도권제1순환선(판교일산),210510,청계영업소,310,0,39,0
2007,1003,수도권제1순환선(판교일산),210520,성남영업소,98,730,8,0
2007,1003,수도권제1순환선(판교일산),210530,구리남양주영업소,10,0,2,0
2007,1003,수도권제1순환선(판교일산),210810,시흥영업소,244,415,47,0
2007,1020,남해제1지선,710380,북창원영업소,61,24,6,0
2007,1040,남해제2지선,710330,서부산영업소,666,760,40,0
2007,1040,남해제2지선,710360,장유영업소,131,39,6,0
2007,1040,남해제2지선,710370,가락영업소,350,14,26,0
2007,1101,제2경인선(인천안양),210200,군포지사,1,0,0,0
2007,1101,제2경인선(인천안양),210820,남인천영업소,352,379,75,0
2007,1200,경인선,210100,인천지사,44,42,0,0
2007,1200,경인선,210110,인천영업소,807,59,88,0
2007,2510,호남선의 지선,410270,유성영업소,90,68,9,0
2007,2510,호남선의 지선,410280,북대전영업소,56,56,2,0
2007,2510,호남선의 지선,810170,전주영업소,0,2,0,0
2007,2510,호남선의 지선,810420,논산영업소,66,19,5,0
2007,2510,호남선의 지선,810430,계룡영업소,23,42,1,0
2007,3000,대전남부순환선,410560,서대전영업소,111,77,3,0
2007,4510,중부내륙선의 지선,610460,서대구영업소,313,796,29,0
2007,4510,중부내륙선의 지선,610470,화원옥포영업소,162,358,23,0
2007,4510,중부내륙선의 지선,710260,달성영업소,34,1,0,0
2007,4510,중부내륙선의 지선,710280,현풍영업소,64,1,1,0
2007,5510,중앙선의 지선,710540,남양산영업소,129,44,21,0
2007,5510,중앙선의 지선,710560,물금영업소,173,1,12,0
2008,0010,경부선,210310,서울영업소,429,742,76,0
2008,0010,경부선,210320,수원신갈영업소,41,278,5,0
2008,0010,경부선,210330,기흥영업소,107,302,9,0
2008,0010,경부선,210340,오산영업소,88,122,2,0
2008,0010,경부선,410100,천안지사,5,0,0,0
2008,0010,경부선,410110,안성영업소,127,111,16,0
2008,0010,경부선,410120,천안영업소,220,76,12,0
2008,0010,경부선,410130,목천영업소,183,26,16,0
2008,0010,경부선,410140,청주영업소,73,76,4,0
2008,0010,경부선,410220,남청주영업소,87,27,2,0
2008,0010,경부선,410230,신탄진영업소,99,466,17,0
2008,0010,경부선,410240,대전영업소,31,6,1,0
2008,0010,경부선,410510,금강영업소,8,4,0,0
2008,0010,경부선,410520,영동영업소,38,15,4,0
2008,0010,경부선,410530,황간영업소,18,16,1,0
2008,0010,경부선,410540,옥천영업소,102,62,2,0
2008,0010,경부선,610110,추풍령영업소,10,11,0,0
2008,0010,경부선,610120,김천영업소,42,191,5,0
2008,0010,경부선,610130,구미영업소,44,475,15,0
2008,0010,경부선,610140,남구미영업소,61,243,18,0
2008,0010,경부선,610150,왜관영업소,92,371,7,0
2008,0010,경부선,610210,북대구영업소,111,464,18,0
2008,0010,경부선,610240,경산영업소,324,278,31,0
2008,0010,경부선,610250,영천영업소,134,293,18,0
2008,0010,경부선,610260,건천영업소,124,189,15,0
2008,0010,경부선,610270,경주영업소,446,467,36,0
2008,0010,경부선,7109A0,부산영업소,451,248,16,0
2008,0010,경부선,7109B0,노포영업소,77,6,14,0
2008,0010,경부선,7109E0,서울산영업소,1,0,0,0
2008,0102,남해선(순천부산),510310,순천영업소,48,59,12,0
2008,0102,남해선(순천부산),510350,서순천영업소,1,2,0,0
2008,0102,남해선(순천부산),510360,광양영업소,166,122,20,0
2008,0102,남해선(순천부산),510370,동광양영업소,58,98,7,0
2008,0102,남해선(순천부산),510380,옥곡영업소,60,5,4,0
2008,0102,남해선(순천부산),510390,진월영업소,222,16,8,0
2008,0102,남해선(순천부산),710310,산인영업소,130,213,17,0
2008,0102,남해선(순천부산),710320,마산영업소,111,73,66,0
2008,0102,남해선(순천부산),710340,동창원영업소,225,60,21,0
2008,0102,남해선(순천부산),710350,진례영업소,172,45,30,0
2008,0102,남해선(순천부산),710410,곤양영업소,17,11,1,0
2008,0102,남해선(순천부산),710420,지수영업소,17,0,0,0
2008,0102,남해선(순천부산),710440,하동영업소,177,19,4,0
2008,0102,남해선(순천부산),710450,진교영업소,21,10,1,0
2008,0102,남해선(순천부산),710460,축동영업소,22,3,6,0
2008,0102,남해선(순천부산),710470,사천영업소,114,11,10,0
2008,0102,남해선(순천부산),710480,진주영업소,57,4,1,0
2008,0102,남해선(순천부산),710490,문산영업소,52,11,11,0
2008,0102,남해선(순천부산),7104A0,진성영업소,49,57,9,0
2008,0102,남해선(순천부산),7104B0,군북영업소,49,53,6,0
2008,0102,남해선(순천부산),7104C0,장지영업소,61,2,5,0
2008,0102,남해선(순천부산),7104D0,함안영업소,86,26,2,0
2008,0102,남해선(순천부산),710530,북부산영업소,452,491,16,0
2008,0102,남해선(순천부산),710570,동김해영업소,168,27,32,0
2008,0102,남해선(순천부산),710580,서김해영업소,238,124,11,0
2008,0122,광주대구선,510200,광주지사,2,2,0,0
2008,0122,광주대구선,510280,담양영업소,30,2,5,0
2008,0122,광주대구선,510400,남원지사,0,70,0,0
2008,0122,광주대구선,510410,남원영업소,0,28,1,0
2008,0122,광주대구선,510420,순창영업소,4,1,0,0
2008,0122,광주대구선,510430,지리산영업소,8,1,5,0
2008,0122,광주대구선,510440,동남원영업소,11,9,1,0
2008,0122,광주대구선,510560,무안공항영업소,32,19,1,0
2008,0122,광주대구선,510570,동함평영업소,37,1,0,0
2008,0122,광주대구선,510580,문평영업소,45,3,0,0
2008,0122,광주대구선,510590,나주영업소,19,12,1,0
2008,0122,광주대구선,5105B0,동광산영업소,18,5,1,0
2008,0122,광주대구선,610310,해인사영업소,8,1,0,0
2008,0122,광주대구선,610320,함양영업소,65,1,5,0
2008,0122,광주대구선,610340,고령영업소,42,10,3,0
2008,0122,광주대구선,610350,가조영업소,7,10,0,0
2008,0122,광주대구선,610360,거창영업소,51,6,5,0
2008,0122,광주대구선,610370,동고령영업소,113,23,3,0
2008,0150,서해안선,210700,화성지사,1,0,0,0
2008,0150,서해안선,210710,매송영업소,239,0,33,0
2008,0150,서해안선,210720,비봉영업소,203,66,77,0
2008,0150,서해안선,210730,발안영업소,132,39,54,0
2008,0150,서해안선,210740,서평택영업소,439,261,43,0
2008,0150,서해안선,210830,서서울영업소,587,644,59,0
2008,0150,서해안선,410710,송악영업소,357,41,20,0
2008,0150,서해안선,410720,당진영업소,146,134,12,0
2008,0150,서해안선,410740,서산영업소,77,6,5,0
2008,0150,서해안선,410750,해미영업소,62,21,0,0
2008,0150,서해안선,410760,홍성영업소,78,4,2,0
2008,0150,서해안선,510500,함평지사,0,3,0,0
2008,0150,서해안선,510510,목포영업소,329,110,34,0
2008,0150,서해안선,510520,일로영업소,0,1,0,0
2008,0150,서해안선,510530,영광영업소,63,2,0,0
2008,0150,서해안선,510540,함평영업소,56,19,0,0
2008,0150,서해안선,510550,무안영업소,67,165,3,0
2008,0150,서해안선,810200,부안지사,0,66,0,0
2008,0150,서해안선,810210,동군산영업소,72,287,8,0
2008,0150,서해안선,810220,서김제영업소,30,16,2,0
2008,0150,서해안선,810230,부안영업소,52,23,1,0
2008,0150,서해안선,810240,줄포영업소,10,12,0,0
2008,0150,서해안선,810250,선운산영업소,38,2,0,0
2008,0150,서해안선,810260,고창영업소,16,9,0,0
2008,0150,서해안선,810500,보령지사,1,40,5,0
2008,0150,서해안선,810510,대천영업소,32,42,2,0
2008,0150,서해안선,810520,춘장대영업소,3,8,0,0
2008,0150,서해안선,810530,서천영업소,59,10,5,0
2008,0150,서해안선,810540,무창포영업소,31,12,0,0
2008,0160,울산선,710150,울산영업소,471,163,0,0
2008,0200,새만금포항선,610710,청통와촌영업소,60,206,9,0
2008,0200,새만금포항선,610720,북영천영업소,133,292,2,0
2008,0200,새만금포항선,610730,서포항영업소,99,0,2,0
2008,0200,새만금포항선,610740,포항영업소,273,42,9,0
2008,0200,새만금포항선,610750,팔공산영업소,59,37,11,0
2008,0200,새만금포항선,810440,완주영업소,110,7,8,0
2008,0200,새만금포항선,810710,소양영업소,23,7,6,0
2008,0200,새만금포항선,810720,진안영업소,10,2,0,0
2008,0200,새만금포항선,810730,장수영업소,13,2,1,0
2008,0250,논산천안선/호남선,410120,천안영업소,2,0,0,0
2008,0250,논산천안선/호남선,510200,광주지사,6,58,14,0
2008,0250,논산천안선/호남선,510210,백양사영업소,33,1,2,0
2008,0250,논산천안선/호남선,510220,장성영업소,79,12,17,0
2008,0250,논산천안선/호남선,510230,광주영업소,323,178,13,0
2008,0250,논산천안선/호남선,510240,동광주영업소,6,122,2,0
2008,0250,논산천안선/호남선,510250,창평영업소,39,15,35,0
2008,0250,논산천안선/호남선,510310,순천영업소,110,4,13,0
2008,0250,논산천안선/호남선,510320,승주영업소,5,16,6,0
2008,0250,논산천안선/호남선,510330,석곡영업소,23,17,15,0
2008,0250,논산천안선/호남선,510340,송광사영업소,18,5,6,0
2008,0250,논산천안선/호남선,510350,서순천영업소,37,157,3,0
2008,0250,논산천안선/호남선,510700,담양지사,0,24,0,0
2008,0250,논산천안선/호남선,510730,옥과영업소,15,64,6,0
2008,0250,논산천안선/호남선,510740,곡성영업소,10,37,6,0
2008,0250,논산천안선/호남선,810100,전주지사,0,28,0,0
2008,0250,논산천안선/호남선,810110,내장산영업소,7,1,1,0
2008,0250,논산천안선/호남선,810120,정읍영업소,26,21,7,0
2008,0250,논산천안선/호남선,810130,태인영업소,25,2,4,0
2008,0250,논산천안선/호남선,810140,금산사영업소,13,3,2,0
2008,0250,논산천안선/호남선,810150,김제영업소,33,53,8,0
2008,0250,논산천안선/호남선,810160,서전주영업소,46,415,5,0
2008,0250,논산천안선/호남선,810170,전주영업소,110,402,12,0
2008,0250,논산천안선/호남선,810180,삼례영업소,103,6,8,0
2008,0250,논산천안선/호남선,810410,익산영업소,161,436,18,0
2008,0303,청주상주선,A10410,보은지사 문의청남대영업소,26,45,0,0
2008,0303,청주상주선,A10420,회인영업소,2,6,3,0
2008,0303,청주상주선,A10430,보은영업소,11,5,2,0
2008,0303,청주상주선,A10440,속리산영업소,12,19,8,0
2008,0303,청주상주선,A10450,화서영업소,18,15,4,0
2008,0303,청주상주선,A10460,남상주영업소,16,10,8,0
2008,0350,통영대전선/중부선,210410,동서울영업소,640,570,46,0
2008,0350,통영대전선/중부선,210420,경기광주영업소,74,82,10,0
2008,0350,통영대전선/중부선,210430,곤지암영업소,195,140,9,0
2008,0350,통영대전선/중부선,210450,서이천영업소,107,34,3,0
2008,0350,통영대전선/중부선,210460,하남영업소,165,15,15,0
2008,0350,통영대전선/중부선,410550,판암영업소,27,24,10,0
2008,0350,통영대전선/중부선,710600,산청지사,1,7,1,0
2008,0350,통영대전선/중부선,710620,생초영업소,59,4,0,0
2008,0350,통영대전선/중부선,710630,산청영업소,23,0,0,0
2008,0350,통영대전선/중부선,710640,단성영업소,24,8,2,0
2008,0350,통영대전선/중부선,710650,서진주영업소,16,1,3,0
2008,0350,통영대전선/중부선,710660,지곡영업소,14,1,1,0
2008,0350,통영대전선/중부선,710670,서상영업소,17,0,0,0
2008,0350,통영대전선/중부선,710710,연화산영업소,7,23,0,0
2008,0350,통영대전선/중부선,710720,고성영업소,54,17,22,0
2008,0350,통영대전선/중부선,710730,동고성영업소,40,3,13,0
2008,0350,통영대전선/중부선,710740,북통영영업소,0,0,1,0
2008,0350,통영대전선/중부선,710750,통영영업소,17,0,17,0
2008,0350,통영대전선/중부선,810310,남대전영업소,39,45,0,0
2008,0350,통영대전선/중부선,810320,추부영업소,20,8,8,0
2008,0350,통영대전선/중부선,810330,금산영업소,11,47,0,0
2008,0350,통영대전선/중부선,810340,무주영업소,12,29,2,0
2008,0350,통영대전선/중부선,810350,덕유산영업소,11,0,0,0
2008,0350,통영대전선/중부선,810730,장수영업소,10,2,2,0
2008,0350,통영대전선/중부선,A10110,대소영업소,88,36,17,0
2008,0350,통영대전선/중부선,A10130,증평영업소,86,25,5,0
2008,0350,통영대전선/중부선,A10140,서청주영업소,92,207,10,0
2008,0350,통영대전선/중부선,A10150,오창영업소,89,19,8,0
2008,0350,통영대전선/중부선,A10170,일죽영업소,135,0,12,0
2008,0370,제2중부선,A10140,서청주영업소,2,0,0,0
2008,0400,평택제천선,210700,화성지사,0,1,0,0
2008,0400,평택제천선,210770,청북영업소,313,0,37,0
2008,0400,평택제천선,210780,송탄영업소,70,180,30,0
2008,0400,평택제천선,210790,서안성영업소,49,211,44,0
2008,0400,평택제천선,2107A0,남안성영업소,98,36,25,0
